NumEmployee;Cal_Date;orderid;CDEL_LineNo;codeproduct;CDEL_Quantity;CDEL_UnitPrice;CA_brut;CA_net;CDEL_Discount;CDE_CustomerID;CDE_ShipperID;CDE_Freight;BudgetMontant
3;11/07AA005 00:00:00;12210;1;32;47;21,907087298335;1029,6331030217;1144,0367830294;0,10000000149012;73;3;45,450385865741;
3;11/07AA005 00:00:00;12210;3;62;29;34,634796468142;1004,4090975761;1116,0101102657;0,10000000149012;73;3;45,450385865741;
3;11/07AA005 00:00:00;14084;2;56;12;44,25239290691;531,02871488292;663,78589607645;0,20000000298023;89;5;28,200307783153;
3;11/07AA005 00:00:00;14084;1;28;4;47,009794785822;188,03917914329;235,04897480474;0,20000000298023;89;5;28,200307783153;
3;11/07AA005 00:00:00;14084;3;45;35;10,415611145849;364,54639010473;455,68298932846;0,20000000298023;89;5;28,200307783153;
3;11/07AA005 00:00:00;14084;4;35;31;6,6981422159803;207,64240869539;259,55301183615;0,20000000298023;89;5;28,200307783153;
3;16/12AA005 00:00:00;10790;2;56;20;36,44;728,8;857,41177071832;0,15000000596046;31;2;73,17;
3;16/12AA005 00:00:00;10790;1;7;3;38,9;116,7;137,29411860981;0,15000000596046;31;2;73,17;
3;17/07AA005 00:00:00;14062;2;12;37;9,4966299038614;351,37530644287;351,37530644287;0;39;5;30,684659893497;
3;17/07AA005 00:00:00;14062;1;62;20;28,330203550985;566,60407101971;566,60407101971;0;39;5;30,684659893497;
3;17/07AA005 00:00:00;14062;3;16;20;8,5197263331378;170,39452666276;170,39452666276;0;39;5;30,684659893497;
3;17/07AA005 00:00:00;14062;4;36;41;7,3737432982505;302,32347522827;302,32347522827;0;39;5;30,684659893497;
3;18/06AA005 00:00:00;10751;2;26;12;30,47;365,64;406,26666733932;0,10000000149012;37;2;31,69;
3;18/06AA005 00:00:00;10751;1;50;20;15,02;300,4;333,77777833041;0,10000000149012;37;2;31,69;
3;18/06AA005 00:00:00;10751;3;30;30;23,61;708,3;708,3;0;37;2;31,69;
3;18/06AA005 00:00:00;10751;4;73;15;1,04;15,6;15,6;0;37;2;31,69;
3;2BB03AA005 00:00:00;10612;2;10;70;7,1;497;497;0;19;2;66,44;
3;2BB03AA005 00:00:00;10612;1;60;40;4,57;182,8;182,8;0;19;2;66,44;
3;2BB03AA005 00:00:00;10612;3;49;18;18;324;324;0;19;2;66,44;
3;2BB03AA005 00:00:00;10612;4;36;55;7,29;400,95;400,95;0;19;2;66,44;
3;2BB03AA005 00:00:00;10612;5;76;80;400,94;32075,2;32075,2;0;19;2;66,44;
3;23/07AA005 00:00:00;10614;2;11;14;26,11;365,54;365,54;0;19;2;60,78;
3;23/07AA005 00:00:00;10614;1;39;5;59,61;298,05;298,05;0;19;2;60,78;
3;23/07AA005 00:00:00;10614;3;21;8;10,92;87,36;87,36;0;19;2;60,78;
3;23/07AA005 00:00:00;16108;2;64;42;39,816824939068;1672,3066474409;1858,118500233;0,10000000149012;73;3;65,102343093944;
3;23/07AA005 00:00:00;16108;1;21;6;12,964476394817;77,786858368903;86,429842775215;0,10000000149012;73;3;65,102343093944;
3;23/07AA005 00:00:00;16108;3;28;16;58,444795295534;935,11672472854;1039,018584752;0,10000000149012;73;3;65,102343093944;
3;23/07AA005 00:00:00;16108;4;57;30;22,223057827773;666,69173483319;666,69173483319;0;73;3;65,102343093944;
3;26/08AA005 00:00:00;12866;2;23;13;10,927549281769;142,05814066299;142,05814066299;0;37;3;76,826261178382;
3;26/08AA005 00:00:00;12866;1;64;7;44,630024507694;312,41017155386;312,41017155386;0;37;3;76,826261178382;
3;26/08AA005 00:00:00;12866;3;18;27;30,893935623765;834,13626184167;834,13626184167;0;37;3;76,826261178382;
3;29/07AA005 00:00:00;15670;2;4;13;20,090154286009;261,17200571812;290,19111794504;0,10000000149012;5;2;61,263323705285;
3;29/07AA005 00:00:00;15670;1;54;7;28,834333588064;201,84033511644;224,26703938959;0,10000000149012;5;2;61,263323705285;
3;29/07AA005 00:00:00;15670;3;39;22;56,810342827459;1249,8275422041;1388,6972714149;0,10000000149012;5;2;61,263323705285;
3;30/07AA005 00:00:00;13813;1;75;50;9,3054694316536;465,27347158268;581,59184164495;0,20000000298023;21;5;45,223033361104;
3;01/12AA005 00:00:00;10624;2;29;6;120,95;725,7;725,7;0;19;2;61,04;
3;01/12AA005 00:00:00;10624;1;44;10;82,54;825,4;825,4;0;19;2;61,04;
3;01/12AA005 00:00:00;10624;3;28;10;44,86;448,6;448,6;0;19;2;61,04;
3;01/12AA005 00:00:00;15539;2;19;15;8,0513041543111;120,76956231467;120,76956231467;0;67;3;72,722307330803;
3;01/12AA005 00:00:00;15539;1;70;20;25,532380022614;510,64760045227;510,64760045227;0;67;3;72,722307330803;
3;05/08AA005 00:00:00;12858;2;23;26;10,136680811561;263,5537011006;263,5537011006;0;16;4;63,90479357811;
3;05/08AA005 00:00:00;12858;1;13;1;32,306198021788;32,306198021788;32,306198021788;0;16;4;63,90479357811;
3;05/08AA005 00:00:00;13755;2;37;18;4,9519390131165;89,134902236096;99,038780426306;0,10000000149012;19;4;67,545199433388;
3;05/08AA005 00:00:00;13755;1;17;26;30,043401704888;781,12844432708;867,92049513376;0,10000000149012;19;4;67,545199433388;
3;05/08AA005 00:00:00;13755;3;41;6;12,779197453204;76,675184719223;85,194649829081;0,10000000149012;19;4;67,545199433388;
3;05/08AA005 00:00:00;13755;4;20;15;103,14286867519;1547,1430301278;1719,0478140993;0,10000000149012;19;4;67,545199433388;
3;05/08AA005 00:00:00;16122;2;29;16;137,86008268425;2205,761322948;2205,761322948;0;19;2;76,716607367991;
3;05/08AA005 00:00:00;16122;1;18;11;28,5352683126;313,8879514386;313,8879514386;0;19;2;76,716607367991;
3;05/08AA005 00:00:00;16122;3;74;58;28,993452232481;1681,6202294839;1681,6202294839;0;19;2;76,716607367991;
3;05/08AA005 00:00:00;16122;4;5;37;5,988357278447;221,56921930254;221,56921930254;0;19;2;76,716607367991;
3;05/08AA005 00:00:00;16122;5;33;70;29,291804552404;2050,4263186682;2050,4263186682;0;19;2;76,716607367991;
3;06/08AA005 00:00:00;16196;2;21;42;10,357816055769;435,02827434231;511,79797340337;0,15000000596046;39;3;29,719287998932;
3;06/08AA005 00:00:00;16196;1;49;22;22,631659020658;497,89649845448;585,76059052457;0,15000000596046;39;3;29,719287998932;
3;07/09AA005 00:00:00;10630;2;55;12;35,28;423,36;445,64210561266;0,050000000745058;39;2;61,52;
3;07/09AA005 00:00:00;10630;1;76;35;402,23;14078,05;14078,05;0;39;2;61,52;
3;14/08AA005 00:00:00;10639;1;18;8;24,17;193,36;193,36;0;70;2;73,3;
3;14/08AA005 00:00:00;12141;1;75;44;9,1851258252539;404,14553631117;505,18192227091;0,20000000298023;21;1;41,567371701911;
3;15/08AA005 00:00:00;11329;2;33;61;33,587331617267;2048,8272286533;2156,6602423791;0,050000000745058;89;1;52,860516160202;
3;15/08AA005 00:00:00;11329;1;72;20;14,918168824166;298,36337648332;314,06671233401;0,050000000745058;89;1;52,860516160202;
3;16/08AA005 00:00:00;10642;2;61;20;26,83;536,6;670,75000249874;0,20000000298023;73;2;42,65;
3;16/08AA005 00:00:00;10642;1;21;30;10,59;317,7;397,12500147941;0,20000000298023;73;2;42,65;
3;19/11AA005 00:00:00;15713;2;70;27;30,098196235914;812,65129836969;1083,5350644929;0,25;47;2;33,714053939207;
3;19/11AA005 00:00:00;15713;1;35;8;6,5185643019044;52,148514415235;69,531352553646;0,25;47;2;33,714053939207;
3;19/11AA005 00:00:00;15713;3;19;6;9,1324977407712;54,794986444627;73,059981926169;0,25;47;2;33,714053939207;
3;19/11AA005 00:00:00;15713;4;58;27;47,484649773273;1282,0855438784;1709,4473918378;0,25;47;2;33,714053939207;
3;19/08AA005 00:00:00;12836;2;2;46;21,459511008025;987,13750636914;1161,3382509309;0,15000000596046;37;4;79,637674761207;
3;19/08AA005 00:00:00;12836;1;16;50;9,8064234279994;490,32117139997;576,84844098618;0,15000000596046;37;4;79,637674761207;
3;19/08AA005 00:00:00;12836;3;61;92;27,540767094868;2533,7505727279;2980,8830476416;0,15000000596046;37;4;79,637674761207;
3;19/08AA005 00:00:00;12836;4;29;25;137,06705473226;3426,6763683066;4031,383990983;0,15000000596046;37;4;79,637674761207;
3;21/10AA005 00:00:00;10646;2;10;18;6,35;114,3;152,4;0,25;37;2;58,82;
3;21/10AA005 00:00:00;10646;1;1;15;19,45;291,75;389;0,25;37;2;58,82;
3;21/10AA005 00:00:00;10646;3;77;35;13,17;460,95;614,6;0,25;37;2;58,82;
3;21/10AA005 00:00:00;10646;4;71;30;30;900;1200;0,25;37;2;58,82;
3;21/08AA005 00:00:00;10647;2;19;30;9,04;271,2;271,2;0;61;2;32,08;
3;21/08AA005 00:00:00;10647;1;39;20;63,2;1264;1264;0;61;2;32,08;
3;21/08AA005 00:00:00;14095;2;30;31;22,003642176571;682,11290747371;682,11290747371;0;37;5;32,907276952761;
3;21/08AA005 00:00:00;14095;1;26;12;28,396907120717;340,76288544861;378,62542890311;0,10000000149012;37;5;32,907276952761;
3;21/08AA005 00:00:00;14095;3;73;15;0,96924133264016;14,538619989602;14,538619989602;0;37;5;32,907276952761;
3;21/08AA005 00:00:00;14095;4;50;20;13,998081554092;279,96163108183;311,06847949484;0,10000000149012;37;5;32,907276952761;
3;21/08AA005 00:00:00;16401;2;13;15;28,160723488746;422,4108523312;422,4108523312;0;39;4;45,666274617585;
3;21/08AA005 00:00:00;16401;1;6;7;4,5247416259528;31,673191381669;31,673191381669;0;39;4;45,666274617585;
3;21/08AA005 00:00:00;16401;3;72;49;13,366891703623;654,97769347754;654,97769347754;0;39;4;45,666274617585;
3;21/08AA005 00:00:00;16401;4;31;5;9,5129338766662;47,564669383331;47,564669383331;0;39;4;45,666274617585;
3;21/08AA005 00:00:00;16401;5;14;11;25,78249001958;283,60739021538;283,60739021538;0;39;4;45,666274617585;
3;2BB05AA005 00:00:00;11385;2;31;5;9,3835229781955;46,917614890977;46,917614890977;0;39;4;45,694054107809;
3;2BB05AA005 00:00:00;11385;1;72;47;13,185052800131;619,69748160616;619,69748160616;0;39;4;45,694054107809;
3;2BB05AA005 00:00:00;11385;3;6;7;4,463188493475;31,242319454325;31,242319454325;0;39;4;45,694054107809;
3;2BB05AA005 00:00:00;11385;4;13;14;27,777634046991;388,88687665788;388,88687665788;0;39;4;45,694054107809;
3;2BB05AA005 00:00:00;11385;5;14;11;25,431753302443;279,74928632687;279,74928632687;0;39;4;45,694054107809;
3;23/09AA005 00:00:00;10650;2;54;30;35,35;1060,5;1060,5;0;21;2;67,71;
3;23/09AA005 00:00:00;10650;1;30;30;27,51;825,3;825,3;0;21;2;67,71;
3;23/09AA005 00:00:00;10650;3;53;25;62,3;1557,5;1639,4736854963;0,050000000745058;21;2;67,71;
3;26/12AA005 00:00:00;10652;2;30;2;26,24;52,48;69,973333333333;0,25;31;2;53,6;
3;26/12AA005 00:00:00;10652;1;42;20;13,38;267,6;267,6;0;31;2;53,6;
3;27/03AA005 00:00:00;10654;2;54;6;32,25;193,5;215,00000035597;0,10000000149012;5;2;61,64;
3;27/03AA005 00:00:00;10654;1;39;20;63,54;1270,8;1412,0000023378;0,10000000149012;5;2;61,64;
3;27/03AA005 00:00:00;10654;3;4;12;22,47;269,64;299,60000049604;0,10000000149012;5;2;61,64;
3;28/08AA005 00:00:00;12152;2;77;13;15,812276699708;205,55959709621;205,55959709621;0;19;2;20,621119631392;
3;28/08AA005 00:00:00;12152;1;53;17;70,897563602469;1205,258581242;1205,258581242;0;19;2;20,621119631392;
3;29/08AA005 00:00:00;12412;2;45;42;8,4895428893464;356,56080135255;445,70100335105;0,20000000298023;89;5;23,871089452087;
3;29/08AA005 00:00:00;12412;1;28;5;38,316682858561;191,58341429281;239,47926875814;0,20000000298023;89;5;23,871089452087;
3;29/08AA005 00:00:00;12412;3;35;37;5,4595131121199;202,00198514844;252,50248237619;0,20000000298023;89;5;23,871089452087;
3;29/08AA005 00:00:00;12412;4;56;15;36,069183294072;541,03774941108;676,29718928325;0,20000000298023;89;5;23,871089452087;
3;29/08AA005 00:00:00;12423;2;30;33;27,393277500522;903,97815751723;903,97815751723;0;37;4;29,386744013317;
3;29/08AA005 00:00:00;12423;1;73;16;1,2066500889684;19,306401423494;19,306401423494;0;37;4;29,386744013317;
3;29/08AA005 00:00:00;12423;3;50;22;17,426811861832;383,38986096029;425,98873510563;0,10000000149012;37;4;29,386744013317;
3;29/08AA005 00:00:00;12423;4;26;13;35,352527125833;459,58285263582;510,64761488528;0,10000000149012;37;4;29,386744013317;
3;05/09AA005 00:00:00;16182;2;11;27;36,30668127895;980,28039453166;980,28039453166;0;37;5;21,056071749122;
3;05/09AA005 00:00:00;16182;1;66;54;23,082707288314;1246,466193569;1246,466193569;0;37;5;21,056071749122;
3;05/09AA005 00:00:00;16182;3;54;72;43,155657055462;3107,2073079933;3107,2073079933;0;37;5;21,056071749122;
3;06/09AA005 00:00:00;12268;2;56;5;36,881997160886;184,40998580443;230,51248311426;0,20000000298023;89;5;60,59392187831;
3;06/09AA005 00:00:00;12268;1;63;23;19,370494749493;445,52137923835;556,90172612256;0,20000000298023;89;5;60,59392187831;
3;06/09AA005 00:00:00;12268;3;75;28;7,6721948981292;214,82145714762;268,52682243486;0,20000000298023;89;5;60,59392187831;
3;09/09AA005 00:00:00;10669;1;36;30;8,06;241,8;241,8;0;73;2;33,74;
3;11/09AA005 00:00:00;10672;2;71;12;32,47;389,64;389,64;0;5;2;59,59;
3;11/09AA005 00:00:00;10672;1;38;15;82,9;1243,5;1381,6666689543;0,10000000149012;5;2;59,59;
3;1BB05AA005 00:00:00;14544;2;70;12;31,72489769821;380,69877237853;380,69877237853;0;35;3;62,565449358652;
3;1BB05AA005 00:00:00;14544;1;55;2;45,681910840116;91,363821680233;96,172443949355;0,050000000745058;35;3;62,565449358652;
3;17/09AA005 00:00:00;13958;2;21;9;12,431820765478;111,88638688931;111,88638688931;0;19;4;63,00270511249;
3;17/09AA005 00:00:00;13958;1;11;16;29,724802214894;475,5968354383;475,5968354383;0;19;4;63,00270511249;
3;17/09AA005 00:00:00;13958;3;39;6;67,862713903861;407,17628342317;407,17628342317;0;19;4;63,00270511249;
3;19/09AA005 00:00:00;10682;2;33;30;25,47;764,1;764,1;0;3;2;54,83;
3;19/09AA005 00:00:00;10682;1;66;4;18,54;74,16;74,16;0;3;2;54,83;
3;19/09AA005 00:00:00;10682;3;75;30;8,25;247,5;247,5;0;3;2;54,83;
3;20/09AA005 00:00:00;12861;2;45;31;10,026889339894;310,83356953673;345,37063339041;0,10000000149012;19;5;70,502861001625;
3;20/09AA005 00:00:00;12861;1;40;21;18,855229225166;395,95981372848;395,95981372848;0;19;5;70,502861001625;
3;20/09AA005 00:00:00;12861;3;50;26;14,743132722313;383,32145078014;383,32145078014;0;19;5;70,502861001625;
3;20/09AA005 00:00:00;12861;4;29;19;130,26186267805;2474,9753908829;2749,9726610896;0,10000000149012;19;5;70,502861001625;
3;20/09AA005 00:00:00;12861;5;24;26;4,2972382885262;111,72819550168;111,72819550168;0;19;5;70,502861001625;
3;23/11AA005 00:00:00;14026;2;33;30;28,210721772929;846,32165318787;846,32165318787;0;3;3;57,021083486137;
3;23/11AA005 00:00:00;14026;1;75;30;9,1377485130217;274,13245539065;274,13245539065;0;3;3;57,021083486137;
3;23/11AA005 00:00:00;14026;3;66;4;20,535013021991;82,140052087963;82,140052087963;0;3;3;57,021083486137;
3;23/11AA005 00:00:00;14053;2;60;11;5,4561463740102;60,017610114112;60,017610114112;0;31;3;20,608771678409;
3;23/11AA005 00:00:00;14053;1;51;30;101,65545219846;3049,6635659539;3049,6635659539;0;31;3;20,608771678409;
3;23/11AA005 00:00:00;14053;3;8;43;22,591335190148;971,42741317636;971,42741317636;0;31;3;20,608771678409;
3;24/09AA005 00:00:00;10687;2;36;6;7,74;46,44;61,92;0,25;37;2;55,58;
3;24/09AA005 00:00:00;10687;1;9;50;41,17;2058,5;2744,6666666667;0,25;37;2;55,58;
3;24/09AA005 00:00:00;10687;3;29;10;132,12;1321,2;1321,2;0;37;2;55,58;
3;25/04AA005 00:00:00;10688;2;34;14;7,99;111,86;111,86;0;127;2;50,83;
3;25/04AA005 00:00:00;10688;1;10;18;7,08;127,44;141,60000023444;0,10000000149012;127;2;50,83;
3;25/04AA005 00:00:00;10688;3;28;60;43,28;2596,8;2885,3333381105;0,10000000149012;127;2;50,83;
3;0BB10AA005 00:00:00;10696;2;17;20;25,48;509,6;509,6;0;89;2;40,47;
3;0BB10AA005 00:00:00;10696;1;46;18;12,02;216,36;216,36;0;89;2;40,47;
3;0BB10AA005 00:00:00;11319;2;21;9;12,306820009079;110,76138008171;110,76138008171;0;13;2;30,19105136721;
3;0BB10AA005 00:00:00;11319;1;37;1;5,3038267691986;5,3038267691986;5,3038267691986;0;13;2;30,19105136721;
3;0BB06AA005 00:00:00;10697;2;19;7;8,42;58,94;78,586666666667;0,25;47;2;32,34;
3;0BB06AA005 00:00:00;10697;1;58;30;43,78;1313,4;1751,2;0,25;47;2;32,34;
3;0BB06AA005 00:00:00;10697;3;35;9;6,01;54,09;72,12;0,25;47;2;32,34;
3;0BB06AA005 00:00:00;10697;4;70;30;27,75;832,5;1110;0,25;47;2;32,34;
3;0BB06AA005 00:00:00;12284;2;36;54;6,9248087574451;373,93967290204;373,93967290204;0;19;4;71,925439904214;
3;0BB06AA005 00:00:00;12284;1;10;69;6,7443267733691;465,35854736247;465,35854736247;0;19;4;71,925439904214;
3;0BB06AA005 00:00:00;12284;3;49;18;17,09829322826;307,76927810867;307,76927810867;0;19;4;71,925439904214;
3;0BB06AA005 00:00:00;12284;4;76;78;380,85498260769;29706,6886434;29706,6886434;0;19;4;71,925439904214;
3;0BB06AA005 00:00:00;12284;5;60;39;4,3410666696192;169,30160011515;169,30160011515;0;19;4;71,925439904214;
3;03/10AA005 00:00:00;12311;1;18;7;23,000656308208;161,00459415745;161,00459415745;0;70;4;66,809748827955;
3;03/10AA005 00:00:00;14005;2;58;48;56,096750340985;2692,6440163673;3365,8050329977;0,20000000298023;37;2;69,298145591932;
3;03/10AA005 00:00:00;14005;1;39;3;70,394449806479;211,18334941944;263,97918775769;0,20000000298023;37;2;69,298145591932;
3;04/05AA005 00:00:00;12205;2;43;20;12,942716640701;258,85433281402;258,85433281402;0;37;2;69,795778626052;
3;04/05AA005 00:00:00;12205;1;6;31;4,0234729910856;124,72766272365;124,72766272365;0;37;2;69,795778626052;
3;04/05AA005 00:00:00;12205;3;42;2;14,850867788235;29,701735576469;29,701735576469;0;37;2;69,795778626052;
3;04/05AA005 00:00:00;12205;4;71;3;32,449473228918;97,348419686754;97,348419686754;0;37;2;69,795778626052;
3;04/05AA005 00:00:00;12205;5;4;20;23,595651904361;471,91303808722;471,91303808722;0;37;2;69,795778626052;
3;07/10AA005 00:00:00;13981;2;50;24;17,81613063481;427,58713523545;450,09172165347;0,050000000745058;62;2;20,396988192108;
3;07/10AA005 00:00:00;13981;1;11;9;30,090714012232;270,81642611009;270,81642611009;0;62;2;20,396988192108;
3;07/10AA005 00:00:00;13981;3;56;57;41,297453597662;2353,9548550667;2477,847217803;0,050000000745058;62;2;20,396988192108;
3;07/10AA005 00:00:00;16264;2;54;13;33,092591062776;430,20368381609;430,20368381609;0;5;5;51,833677830001;
3;07/10AA005 00:00:00;16264;1;10;2;7,2411191078058;14,482238215612;14,482238215612;0;5;5;51,833677830001;
3;07/10AA005 00:00:00;16264;3;30;9;26,344525458973;237,10072913076;237,10072913076;0;5;5;51,833677830001;
3;07/10AA005 00:00:00;16264;4;43;51;12,568030494189;640,96955520363;640,96955520363;0;5;5;51,833677830001;
3;07/12AA005 00:00:00;12341;1;36;31;8,8375458165878;273,96392031422;273,96392031422;0;73;4;35,59226444009;
3;08/10AA005 00:00:00;13983;1;18;9;23,39686926324;210,57182336916;210,57182336916;0;70;5;71,26673457869;
3;08/10AA005 00:00:00;15756;2;28;5;46,198741397147;230,99370698574;288,74213480782;0,20000000298023;89;4;26,054005728485;
3;08/10AA005 00:00:00;15756;1;45;42;10,235912069233;429,90830690777;537,38538563663;0,20000000298023;89;4;26,054005728485;
3;08/10AA005 00:00:00;15756;3;56;15;43,488912585678;652,33368878518;815,41711401914;0,20000000298023;89;4;26,054005728485;
3;08/10AA005 00:00:00;15756;4;35;37;6,5825801088312;243,55546402676;304,44433116759;0,20000000298023;89;4;26,054005728485;
3;08/10AA005 00:00:00;16238;2;42;26;13,2445667719;344,3587360694;344,3587360694;0;35;2;44,136750163588;
3;08/10AA005 00:00:00;16238;1;40;4;15,788225291006;63,152901164026;63,152901164026;0;35;2;44,136750163588;
3;08/10AA005 00:00:00;16238;3;24;12;4,2979057736629;51,574869283954;51,574869283954;0;35;2;44,136750163588;
3;09/05AA005 00:00:00;16426;2;50;15;14,557504424817;218,36256637225;242,62507414866;0,10000000149012;37;1;65,786506249825;
3;09/05AA005 00:00:00;16426;1;69;18;1,6155386960227;29,079696528409;32,310773973951;0,10000000149012;37;1;65,786506249825;
3;11/11AA005 00:00:00;13974;2;55;15;32,380849448421;485,71274172631;511,2765706392;0,050000000745058;39;1;61,9233446065;
3;11/11AA005 00:00:00;13974;1;76;42;369,17656104417;15505,415563855;15505,415563855;0;39;1;61,9233446065;
3;11/10AA005 00:00:00;10709;2;8;40;20,33;813,2;813,2;0;31;2;22,66;
3;11/10AA005 00:00:00;10709;1;60;10;4,91;49,1;49,1;0;31;2;22,66;
3;11/10AA005 00:00:00;10709;3;51;28;91,48;2561,44;2561,44;0;31;2;22,66;
3;11/10AA005 00:00:00;12286;2;21;9;11,52388828885;103,71499459965;103,71499459965;0;19;4;62,085289000486;
3;11/10AA005 00:00:00;12286;1;39;6;62,906500082266;377,43900049359;377,43900049359;0;19;4;62,085289000486;
3;11/10AA005 00:00:00;12286;3;11;16;27,553912382955;440,86259812728;440,86259812728;0;19;4;62,085289000486;
3;15/10AA005 00:00:00;10712;2;56;30;35,62;1068,6;1068,6;0;37;2;23,09;
3;15/10AA005 00:00:00;10712;1;53;3;58,9;176,7;186,00000014587;0,050000000745058;37;2;23,09;
3;16/10AA005 00:00:00;13752;2;53;5;70,670010569175;353,35005284587;353,35005284587;0;37;3;31,117542517026;
3;16/10AA005 00:00:00;13752;1;24;8;5,8125773192221;46,500618553777;46,500618553777;0;37;3;31,117542517026;
3;18/11AA005 00:00:00;10794;2;14;15;24;360;450,00000167638;0,20000000298023;19;2;64,91;
3;18/11AA005 00:00:00;10794;1;54;6;33,25;199,5;249,37500092899;0,20000000298023;19;2;64,91;
3;18/11AA005 00:00:00;12354;2;33;31;28,622155693889;887,28682651057;887,28682651057;0;3;5;59,578414552797;
3;18/11AA005 00:00:00;12354;1;75;31;9,2710162730501;287,40150446455;287,40150446455;0;3;5;59,578414552797;
3;18/11AA005 00:00:00;12354;3;66;4;20,834502024527;83,338008098109;83,338008098109;0;3;5;59,578414552797;
3;25/10AA005 00:00:00;10725;2;41;12;10,28;123,36;123,36;0;21;2;73,38;
3;25/10AA005 00:00:00;10725;1;52;4;72,71;290,84;290,84;0;21;2;73,38;
3;25/10AA005 00:00:00;10725;3;55;6;41,6;249,6;249,6;0;21;2;73,38;
3;25/10AA005 00:00:00;12322;2;30;31;30,632608567101;949,61086558013;949,61086558013;0;21;2;61,356572903448;
3;25/10AA005 00:00:00;12322;1;53;26;69,371556296997;1803,6604637219;1898,5899633016;0,050000000745058;21;2;61,356572903448;
3;25/10AA005 00:00:00;12322;3;54;31;39,36251228088;1220,2378807073;1220,2378807073;0;21;2;61,356572903448;
3;25/10AA005 00:00:00;14624;1;72;29;11,473185865454;332,72239009815;332,72239009815;0;73;3;72,809246155302;
3;28/10AA005 00:00:00;10726;2;11;5;29,39;146,95;146,95;0;19;2;63,55;
3;28/10AA005 00:00:00;10726;1;4;25;22,62;565,5;565,5;0;19;2;63,55;
3;28/10AA005 00:00:00;11112;2;45;13;9,1487044189067;118,93315744579;148,66644736106;0,20000000298023;37;4;43,31867059688;
3;28/10AA005 00:00:00;11112;1;53;36;66,028408099213;2377,0226915717;2377,0226915717;0;37;4;43,31867059688;
3;28/10AA005 00:00:00;11112;3;52;18;86,912691979613;1564,428455633;1955,5355768262;0,20000000298023;37;4;43,31867059688;
3;28/10AA005 00:00:00;12195;2;19;14;8,4308690288461;118,03216640385;118,03216640385;0;67;2;78,47021523434;
3;28/10AA005 00:00:00;12195;1;70;19;26,736060126374;507,9851424011;507,9851424011;0;67;2;78,47021523434;
3;28/10AA005 00:00:00;12314;2;21;29;11,327735789044;328,50433788228;410,63042388256;0,20000000298023;73;3;38,939575323476;
3;28/10AA005 00:00:00;12314;1;61;20;28,699069992451;573,98139984901;717,47675248407;0,20000000298023;73;3;38,939575323476;
3;29/10AA005 00:00:00;10728;2;30;15;23,75;356,25;356,25;0;62;2;31,39;
3;29/10AA005 00:00:00;10728;1;40;6;17,82;106,92;106,92;0;62;2;31,39;
3;29/10AA005 00:00:00;10728;3;60;15;5,33;79,95;79,95;0;62;2;31,39;
3;29/10AA005 00:00:00;10728;4;55;12;37,57;450,84;450,84;0;62;2;31,39;
3;29/10AA005 00:00:00;14673;2;72;19;13,903426043163;264,1650948201;278,06852108134;0,050000000745058;89;2;51,261590709095;
3;29/10AA005 00:00:00;14673;1;33;56;31,302701198247;1752,9512671018;1845,2118615543;0,050000000745058;89;2;51,261590709095;
3;30/05AA005 00:00:00;14450;2;18;10;23,727680484426;237,27680484426;237,27680484426;0;19;4;77,045279172159;
3;30/05AA005 00:00:00;14450;1;29;15;114,63358107076;1719,5037160614;1719,5037160614;0;19;4;77,045279172159;
3;30/05AA005 00:00:00;14450;3;74;54;24,108670126259;1301,868186818;1301,868186818;0;19;4;77,045279172159;
3;30/05AA005 00:00:00;14450;4;5;35;4,9794460165225;174,28061057829;174,28061057829;0;19;4;77,045279172159;
3;30/05AA005 00:00:00;14450;5;33;65;24,356756404663;1583,1891663031;1583,1891663031;0;19;4;77,045279172159;
3;31/05AA005 00:00:00;13877;2;43;20;10,390305280824;207,80610561648;207,80610561648;0;37;2;66,293809742186;
3;31/05AA005 00:00:00;13877;1;6;30;3,2300106559596;96,900319678788;96,900319678788;0;37;2;66,293809742186;
3;31/05AA005 00:00:00;13877;3;4;20;18,942393115167;378,84786230334;378,84786230334;0;37;2;66,293809742186;
3;31/05AA005 00:00:00;13877;4;71;3;26,05016724156;78,150501724681;78,150501724681;0;37;2;66,293809742186;
3;31/05AA005 00:00:00;13877;5;42;2;11,922153152892;23,844306305783;23,844306305783;0;37;2;66,293809742186;
3;0BB02AA005 00:00:00;11410;2;69;20;2,0449927061084;40,899854122167;45,444282433205;0,10000000149012;37;2;70,832871837108;
3;0BB02AA005 00:00:00;11410;1;50;17;18,427284002037;313,26382803462;348,07092061476;0,10000000149012;37;2;70,832871837108;
3;0BB02AA005 00:00:00;14727;2;39;4;54,325708083867;217,30283233547;217,30283233547;0;39;5;69,887301693229;
3;0BB02AA005 00:00:00;14727;1;15;5;5,4316832784393;27,158416392196;27,158416392196;0;39;5;69,887301693229;
3;0BB02AA005 00:00:00;14727;3;25;4;12,727179446539;50,908717786156;50,908717786156;0;39;5;69,887301693229;
3;01/11AA005 00:00:00;13994;2;30;30;29,938603799111;898,15811397334;898,15811397334;0;21;4;65,762457922982;
3;01/11AA005 00:00:00;13994;1;54;30;38,470724983591;1154,1217495077;1154,1217495077;0;21;4;65,762457922982;
3;01/11AA005 00:00:00;13994;3;53;25;67,799891555239;1694,997288881;1784,2076739056;0,050000000745058;21;4;65,762457922982;
3;01/11AA005 00:00:00;16149;2;14;11;22,751050863607;250,26155949968;250,26155949968;0;54;5;54,092969134164;
